,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
800,ETHYLENE FROM ETHANOL BY FLUIDIZED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
813,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
812,ETHYLENE FROM HUMMINGBIRD™ PROCESS BY TECHNIPFMC,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
811,ETHYLENE FROM LIGHT NAPHTHA BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
810,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
809,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
784,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
808,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE CASE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
766,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
767,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
768,ETHYLENE FROM METHANOL,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
769,ETHYLENE FROM N-BUTANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
770,ETHYLENE FROM NAPHTHA CRACKING FUSING ELECTRIC FURNACE TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
771,ETHYLENE FROM NAPHTHA CRACKING USING COOLBROOK RDR TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
773,ETHYLENE FROM NAPHTHA VIA ACO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
780,ETHYLENE FROM NAPHTHA VIA DOWNFLOW FCC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
774,ETHYLENE FROM NATURAL GAS BY OXIDATIVE COUPLING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
775,ETHYLENE FROM NATURAL GAS BY THE ICI METHANOL AND MOBIL ZEOLITE CAT. PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
776,ETHYLENE FROM NORMAL BUTANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
764,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
778,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS W/ ASU,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
779,ETHYLENE FROM PROPANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
765,ETHYLENE FROM REFINERY GAS BY THE BIMETALLIC SALT COMPLEXING PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
772,ETHYLENE FROM REFINERY GAS BY THE EXPANDER PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
763,"ETHYLENE FROM REFINERY GAS, INCLUDING STEAM CRACKING OF ETHANE AND PROPANE",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
760,ETHYLENE FROM VACUUM GAS OIL BY MILLISECOND(TM) CRACKING/ DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
750,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY THE LINDE AG PROCESS",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
751,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY UNICRACKING/FPP",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
752,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
753,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
754,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
755,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
762,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
757,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
758,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ HIGH SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
759,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ MILD SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
756,ETHYLENE PRODUCTION FROM COAL BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
761,ETHYLENE PRODUCTION FROM COAL BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
777,ETHYLENE PRODUCTION FROM SYNGAS BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
781,ETHYLENE PRODUCTION FROM SYNGAS BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
807,ETHYLENE VIA ACETYLENE FROM ELECTRIC ARC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
783,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
801,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS (METHANOL COPRODUCT),ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
802,ETHYLENE VIA MIXED FEED STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
782,METHANOL TO ETHYLENE BY THE UOP/HYDRO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
803,METHANOL TO OLEFINS BY THE DMTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
804,METHANOL TO OLEFINS BY THE DMTO PROCESS II,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
805,METHANOL TO OLEFINS BY THE DMTO-II PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
806,METHANOL TO OLEFINS BY UOP ADVANCED MTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,DOW
785,COAL TO ETHYLENE PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
786,ETHYLENE BY THE UOP/HYDRO METHANOL TO OLEFINS PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
787,ETHYLENE FROM 100% ETHANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
788,ETHYLENE FROM 50:50 ETHANE:PROPANE MIX,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
789,ETHYLENE FROM ATMOSPHERIC GAS OIL BY MILLISECOND(TM) CRACKING/DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
790,ETHYLENE FROM ATOL™ PROCESS BY AXENS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
791,ETHYLENE FROM CONDENSATE WITH FRONT-END DEPROPANIZER MAXIMUM PROPYLENE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
792,ETHYLENE FROM CRUDE OIL BY EXXONMOBIL PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
793,ETHYLENE FROM CRUDE OIL BY SAUDI ARAMCO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
794,ETHYLENE FROM ETHANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
795,ETHYLENE FROM ETHANE BY OXYDEHYDROGENATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
796,ETHYLENE FROM ETHANE BY STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
797,ETHYLENE FROM ETHANE OXIDATIVE DEHYDROGENATION USING ECOCATALYTIC CHEMICAL LOOPING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
798,ETHYLENE FROM ETHANE-PROPANE BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
799,ETHYLENE FROM ETHANOL BY ADIABATIC FIXED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
800,ETHYLENE FROM ETHANOL BY FLUIDIZED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
813,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
812,ETHYLENE FROM HUMMINGBIRD™ PROCESS BY TECHNIPFMC,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
811,ETHYLENE FROM LIGHT NAPHTHA BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
810,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
809,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
784,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
808,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE CASE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
766,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
767,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
768,ETHYLENE FROM METHANOL,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
769,ETHYLENE FROM N-BUTANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
770,ETHYLENE FROM NAPHTHA CRACKING FUSING ELECTRIC FURNACE TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
771,ETHYLENE FROM NAPHTHA CRACKING USING COOLBROOK RDR TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
773,ETHYLENE FROM NAPHTHA VIA ACO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
780,ETHYLENE FROM NAPHTHA VIA DOWNFLOW FCC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
774,ETHYLENE FROM NATURAL GAS BY OXIDATIVE COUPLING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
775,ETHYLENE FROM NATURAL GAS BY THE ICI METHANOL AND MOBIL ZEOLITE CAT. PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
776,ETHYLENE FROM NORMAL BUTANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
764,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
778,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS W/ ASU,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
779,ETHYLENE FROM PROPANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
765,ETHYLENE FROM REFINERY GAS BY THE BIMETALLIC SALT COMPLEXING PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
772,ETHYLENE FROM REFINERY GAS BY THE EXPANDER PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
763,"ETHYLENE FROM REFINERY GAS, INCLUDING STEAM CRACKING OF ETHANE AND PROPANE",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
760,ETHYLENE FROM VACUUM GAS OIL BY MILLISECOND(TM) CRACKING/ DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
750,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY THE LINDE AG PROCESS",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
751,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY UNICRACKING/FPP",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
752,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
753,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
754,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
755,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
762,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
757,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
758,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ HIGH SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
759,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ MILD SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
756,ETHYLENE PRODUCTION FROM COAL BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
761,ETHYLENE PRODUCTION FROM COAL BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
777,ETHYLENE PRODUCTION FROM SYNGAS BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
781,ETHYLENE PRODUCTION FROM SYNGAS BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
807,ETHYLENE VIA ACETYLENE FROM ELECTRIC ARC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
783,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
801,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS (METHANOL COPRODUCT),ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
802,ETHYLENE VIA MIXED FEED STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
782,METHANOL TO ETHYLENE BY THE UOP/HYDRO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
803,METHANOL TO OLEFINS BY THE DMTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
804,METHANOL TO OLEFINS BY THE DMTO PROCESS II,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
805,METHANOL TO OLEFINS BY THE DMTO-II PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
806,METHANOL TO OLEFINS BY UOP ADVANCED MTO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,EXXON
785,COAL TO ETHYLENE PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
786,ETHYLENE BY THE UOP/HYDRO METHANOL TO OLEFINS PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
787,ETHYLENE FROM 100% ETHANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
788,ETHYLENE FROM 50:50 ETHANE:PROPANE MIX,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
789,ETHYLENE FROM ATMOSPHERIC GAS OIL BY MILLISECOND(TM) CRACKING/DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
790,ETHYLENE FROM ATOL™ PROCESS BY AXENS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
791,ETHYLENE FROM CONDENSATE WITH FRONT-END DEPROPANIZER MAXIMUM PROPYLENE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
792,ETHYLENE FROM CRUDE OIL BY EXXONMOBIL PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
793,ETHYLENE FROM CRUDE OIL BY SAUDI ARAMCO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
794,ETHYLENE FROM ETHANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
795,ETHYLENE FROM ETHANE BY OXYDEHYDROGENATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
796,ETHYLENE FROM ETHANE BY STEAM CRACKING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
797,ETHYLENE FROM ETHANE OXIDATIVE DEHYDROGENATION USING ECOCATALYTIC CHEMICAL LOOPING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
798,ETHYLENE FROM ETHANE-PROPANE BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
799,ETHYLENE FROM ETHANOL BY ADIABATIC FIXED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
800,ETHYLENE FROM ETHANOL BY FLUIDIZED-BED CATALYTIC DEHYDRATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
813,ETHYLENE FROM ETHANOL DEHYDRATION PROCESS BY BRASKEM,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
812,ETHYLENE FROM HUMMINGBIRD™ PROCESS BY TECHNIPFMC,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
811,ETHYLENE FROM LIGHT NAPHTHA BY CONVENTIONAL CRACKING/FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
810,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
809,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
784,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
808,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE CASE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
766,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
767,"ETHYLENE FROM LIGHT VIRGIN NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
768,ETHYLENE FROM METHANOL,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
769,ETHYLENE FROM N-BUTANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
770,ETHYLENE FROM NAPHTHA CRACKING FUSING ELECTRIC FURNACE TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
771,ETHYLENE FROM NAPHTHA CRACKING USING COOLBROOK RDR TECHNOLOGY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
773,ETHYLENE FROM NAPHTHA VIA ACO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
780,ETHYLENE FROM NAPHTHA VIA DOWNFLOW FCC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
774,ETHYLENE FROM NATURAL GAS BY OXIDATIVE COUPLING,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
775,ETHYLENE FROM NATURAL GAS BY THE ICI METHANOL AND MOBIL ZEOLITE CAT. PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
776,ETHYLENE FROM NORMAL BUTANE,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
764,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
778,ETHYLENE FROM OXIDATIVE COUPLING OF METHANE BY SILURIA PROCESS W/ ASU,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
779,ETHYLENE FROM PROPANE BY CONVENTIONAL CRACKING WITH FRONT-END DEETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
765,ETHYLENE FROM REFINERY GAS BY THE BIMETALLIC SALT COMPLEXING PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
772,ETHYLENE FROM REFINERY GAS BY THE EXPANDER PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
763,"ETHYLENE FROM REFINERY GAS, INCLUDING STEAM CRACKING OF ETHANE AND PROPANE",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
760,ETHYLENE FROM VACUUM GAS OIL BY MILLISECOND(TM) CRACKING/ DEMETHANIZATION,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
750,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY THE LINDE AG PROCESS",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
751,"ETHYLENE FROM VACUUM GAS OIL, HYDROCRACKED BY UNICRACKING/FPP",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
752,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
753,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
754,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM ETHYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
755,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEMETHANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
762,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
757,"ETHYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
758,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ HIGH SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
759,ETHYLENE FROM WIDE-RANGE NAPHTHA BY MILLISECOND(TM) CRACKING/ MILD SEVERITY,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
756,ETHYLENE PRODUCTION FROM COAL BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
761,ETHYLENE PRODUCTION FROM COAL BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
777,ETHYLENE PRODUCTION FROM SYNGAS BY OX-ZEO PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
781,ETHYLENE PRODUCTION FROM SYNGAS BY SARI PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
807,ETHYLENE VIA ACETYLENE FROM ELECTRIC ARC PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
783,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS,ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
801,ETHYLENE VIA ACETYLENE FROM THE PARTIAL COMBUSTION PROCESS (METHANOL COPRODUCT),ETHYLENE,STEAM-CRACKING,STEAM CRACKING,KBR INC
